image_name,tags
file_20081,cloudy
file_20082,primary clear road agriculture water
file_20083,primary clear road water
file_20084,primary partly_cloudy
file_20085,haze primary
file_20086,primary partly_cloudy
file_20087,primary clear
file_20088,haze primary
file_20089,primary clear
file_2009,primary road partly_cloudy agriculture water
file_20090,cultivation primary clear agriculture
file_20091,cultivation primary habitation clear road partly_cloudy agriculture water
file_20092,primary partly_cloudy
file_20093,primary clear
file_20094,cultivation primary partly_cloudy agriculture
file_20095,primary clear road agriculture
file_20096,primary clear
file_20097,cultivation haze primary clear agriculture water
file_20098,primary clear
file_20099,primary clear
file_201,cultivation haze primary clear agriculture
file_2010,primary clear
file_20100,primary partly_cloudy
file_20101,primary clear
file_20102,primary clear road agriculture water
file_20103,primary clear
file_20104,primary clear
file_20105,primary clear
file_20106,primary clear road agriculture water
file_20107,haze primary
file_20108,cultivation primary partly_cloudy agriculture
file_20109,cultivation primary clear agriculture
file_2011,primary clear
file_20110,primary clear
file_20111,primary habitation clear road agriculture
file_20112,bare_ground primary habitation clear road agriculture water
file_20113,primary clear
file_20114,primary habitation clear road agriculture water
file_20115,primary partly_cloudy
file_20116,cultivation primary habitation clear road agriculture water
file_20117,primary partly_cloudy
file_20118,primary partly_cloudy
file_20119,primary clear
file_2012,primary clear road agriculture water
file_20120,cultivation primary clear agriculture
file_20121,cloudy
file_20122,primary clear road water
file_20123,primary clear
file_20124,primary partly_cloudy
file_20125,primary clear
file_20126,primary clear
file_20127,primary partly_cloudy agriculture water
file_20128,haze primary clear agriculture
file_20129,cultivation primary clear road agriculture
file_2013,cultivation primary clear agriculture
file_20130,cloudy
file_20131,primary clear road water
file_20132,primary clear
file_20133,primary habitation clear road agriculture
file_20134,primary clear
file_20135,primary clear road agriculture water
file_20136,haze primary road agriculture water
file_20137,cultivation primary clear road partly_cloudy agriculture water
file_20138,primary clear
file_20139,primary clear water
file_2014,primary clear
file_20140,haze primary clear
file_20141,primary partly_cloudy
file_20142,cultivation primary clear road partly_cloudy agriculture water
file_20143,primary clear road agriculture
file_20144,cultivation primary clear agriculture
file_20145,primary road partly_cloudy agriculture water
file_20146,primary clear
file_20147,cultivation primary clear agriculture
file_20148,primary clear agriculture
file_20149,haze primary
file_2015,primary clear
file_20150,primary road partly_cloudy agriculture water
file_20151,primary clear
file_20152,primary clear water
file_20153,primary partly_cloudy
file_20154,cultivation primary clear agriculture
file_20155,cultivation primary habitation clear road agriculture
file_20156,primary road partly_cloudy agriculture
file_20157,haze primary clear road agriculture water
file_20158,cultivation haze primary clear partly_cloudy agriculture water
file_20159,cultivation primary habitation clear road agriculture water
file_2016,primary clear
file_20160,primary partly_cloudy
file_20161,cultivation primary clear agriculture
file_20162,haze primary clear
file_20163,haze primary clear road agriculture water
file_20164,primary clear
file_20165,primary habitation clear road agriculture
file_20166,primary clear
file_20167,haze primary
file_20168,cultivation primary habitation clear road agriculture water
file_20169,primary clear
file_2017,cultivation primary habitation clear road agriculture
file_20170,primary clear
file_20171,primary clear
file_20172,primary partly_cloudy
file_20173,primary clear
file_20174,primary partly_cloudy
file_20175,primary clear road agriculture water
file_20176,primary clear
file_20177,primary habitation clear road partly_cloudy agriculture water
file_20178,bare_ground primary habitation clear road agriculture water
file_20179,primary clear water cloudy
file_2018,primary clear water
file_20180,primary clear road agriculture water
file_20181,artisinal_mine primary clear road water
file_20182,primary clear
file_20183,primary habitation clear road agriculture water
file_20184,primary clear road agriculture water
file_20185,primary clear road water
file_20186,primary clear
file_20187,cultivation primary habitation clear road partly_cloudy agriculture
file_20188,haze primary road partly_cloudy agriculture water
file_20189,primary clear agriculture water
file_2019,primary partly_cloudy
file_20190,cultivation primary habitation clear road agriculture
file_20191,primary partly_cloudy agriculture
file_20192,primary clear
file_20193,cultivation primary clear agriculture
file_20194,primary clear
file_20195,primary clear water
file_20196,primary partly_cloudy
file_20197,bare_ground primary clear road agriculture
file_20198,primary clear agriculture water
file_20199,cultivation primary habitation clear road agriculture
file_202,cultivation primary habitation clear road agriculture water
file_2020,cultivation primary clear agriculture
file_20200,cloudy
file_20201,primary partly_cloudy
file_20202,primary clear
file_20203,primary habitation clear road agriculture water
file_20204,primary partly_cloudy
file_20205,primary clear road agriculture water
file_20206,primary clear
file_20207,primary clear
file_20208,primary clear partly_cloudy
file_20209,primary clear
file_2021,bare_ground primary clear road agriculture
file_20210,cultivation primary partly_cloudy agriculture
file_20211,cultivation primary clear road agriculture
file_20212,primary clear
file_20213,cultivation primary clear agriculture
file_20214,haze primary cloudy
file_20215,primary habitation clear road agriculture water
file_20216,primary clear
file_20217,primary clear
file_20218,primary clear road agriculture water
file_20219,cultivation artisinal_mine primary habitation clear road partly_cloudy agriculture water
file_2022,cloudy
file_20220,primary partly_cloudy
file_20221,primary clear road agriculture
file_20222,primary clear
file_20223,primary partly_cloudy
file_20224,primary clear
file_20225,haze primary
file_20226,primary clear
file_20227,primary clear water cloudy
file_20228,bare_ground primary habitation clear road agriculture water
file_20229,primary habitation clear road agriculture
file_2023,cultivation primary clear agriculture
file_20230,primary partly_cloudy
file_20231,artisinal_mine primary habitation clear road water
file_20232,primary clear road agriculture water
file_20233,cultivation primary habitation clear road agriculture
file_20234,primary clear
file_20235,primary partly_cloudy
file_20236,primary clear road water
file_20237,primary clear
file_20238,primary clear water
file_20239,primary clear
file_2024,primary clear agriculture
file_20240,primary clear
file_20241,primary clear
file_20242,primary partly_cloudy agriculture cloudy
file_20243,cultivation primary clear road agriculture
file_20244,cultivation primary clear agriculture
file_20245,primary clear
file_20246,primary partly_cloudy agriculture water
file_20247,primary cloudy
file_20248,primary clear
file_20249,haze primary
file_2025,primary habitation clear road agriculture
file_20250,bare_ground primary clear agriculture water
file_20251,primary clear
file_20252,primary habitation clear road agriculture
file_20253,primary clear
file_20254,primary clear
file_20255,primary habitation clear road agriculture
file_20256,primary clear
file_20257,primary clear road agriculture
file_20258,primary clear
file_20259,primary clear
file_2026,primary road partly_cloudy agriculture water
file_20260,haze primary cloudy
file_20261,primary clear agriculture water
file_20262,primary clear
file_20263,primary habitation clear road agriculture
file_20264,primary partly_cloudy agriculture
file_20265,haze primary clear road agriculture water
